,client_id,start,step_1,step_2,step_3,confirm,Variation,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth
614,116682,1,0,0,0,0,Control,11.0,140.0,45.0,F,2.0,52619.65,2.0,6.0
615,116693,1,1,1,1,1,Control,4.0,57.0,61.0,U,2.0,46047.78,3.0,6.0
618,117320,0,0,0,0,1,Control,13.0,159.0,58.0,F,2.0,44851.36,3.0,6.0
621,117621,1,1,1,1,3,Control,14.0,171.0,35.0,M,2.0,102118.4,3.0,6.0
622,117883,2,0,0,0,0,Control,29.0,348.0,63.0,M,2.0,226624.83,5.0,8.0
624,117979,2,1,1,1,1,Control,7.0,91.0,67.5,U,2.0,202254.49,6.0,9.0
625,118358,1,1,1,1,1,Control,26.0,320.0,72.0,M,3.0,669465.1000000001,6.0,9.0
626,118415,1,1,1,1,1,Control,29.0,354.0,56.5,M,3.0,607775.8200000001,2.0,5.0
629,118723,4,2,1,1,0,Control,29.0,359.0,74.0,F,3.0,450736.36,5.0,8.0
630,118964,2,3,3,2,1,Control,17.0,205.0,21.5,U,2.0,62100.92,1.0,4.0
636,120309,1,1,1,1,1,Control,16.0,193.0,64.5,F,2.0,91747.33,3.0,7.0
640,120872,3,3,2,2,1,Control,15.0,187.0,64.5,M,3.0,187496.06,6.0,9.0
647,122493,1,2,1,1,0,Control,6.0,74.0,57.0,F,2.0,209992.95,3.0,7.0
650,123141,1,1,1,1,0,Control,10.0,125.0,23.0,M,2.0,27011.22,5.0,8.0
652,123552,2,1,1,0,0,Control,20.0,247.0,47.0,M,2.0,177890.15000000002,6.0,9.0
654,124118,1,1,1,1,4,Control,7.0,87.0,49.0,U,3.0,113741.37,4.0,7.0
655,124572,1,1,1,1,1,Control,15.0,180.0,51.5,M,2.0,88213.62,6.0,9.0
657,124624,1,1,1,1,1,Control,5.0,64.0,26.5,U,3.0,72747.26999999999,6.0,9.0
659,124916,2,2,1,1,1,Control,4.0,50.0,25.5,M,4.0,122076.85,5.0,8.0
660,125022,1,1,3,1,1,Control,7.0,92.0,45.5,U,2.0,207836.19,6.0,9.0
662,125273,1,0,0,0,0,Control,15.0,189.0,60.0,F,2.0,396376.83,6.0,9.0
663,125305,1,1,1,1,1,Control,11.0,143.0,33.5,M,2.0,74182.76999999999,6.0,9.0
664,125679,2,4,4,3,1,Control,4.0,58.0,22.5,U,3.0,77553.06,4.0,7.0
666,126090,6,4,0,0,0,Control,23.0,280.0,73.0,M,3.0,551843.62,6.0,9.0
667,126171,1,1,1,1,1,Control,15.0,191.0,72.5,F,2.0,248391.88,2.0,5.0
669,126285,2,2,3,2,1,Control,15.0,190.0,48.5,F,2.0,185926.18,0.0,3.0
671,126309,2,1,1,1,0,Control,5.0,70.0,43.0,U,5.0,300826.63,5.0,8.0
674,126759,1,1,1,1,1,Control,14.0,177.0,22.0,M,2.0,83487.35,6.0,9.0
676,126893,1,0,0,0,0,Control,35.0,428.0,73.0,F,2.0,49327.7,3.0,6.0
679,127477,1,1,1,1,0,Control,11.0,143.0,67.0,F,2.0,32526.56,4.0,7.0
682,128147,2,1,1,0,0,Control,9.0,113.0,26.0,M,2.0,54746.26,6.0,9.0
684,128801,5,1,1,1,1,Control,9.0,119.0,72.5,M,2.0,125593.39,0.0,3.0
686,128983,3,1,1,0,0,Control,16.0,201.0,35.0,F,2.0,31109.95,2.0,5.0
687,129549,2,1,2,2,1,Control,5.0,65.0,69.5,U,2.0,77577.17,5.0,8.0
688,129659,1,1,1,1,1,Control,15.0,182.0,67.5,M,3.0,4467812.83,6.0,9.0
689,130031,3,1,1,1,2,Control,17.0,205.0,54.0,F,2.0,32328.41,3.0,6.0
692,131064,7,2,0,0,0,Control,8.0,106.0,28.0,F,3.0,78022.38,4.0,7.0
694,132547,1,2,1,1,0,Control,8.0,107.0,55.0,F,2.0,302203.09,0.0,3.0
696,133101,1,1,1,1,0,Control,6.0,82.0,33.0,U,2.0,56049.17999999999,2.0,5.0
699,133471,1,1,1,1,1,Control,6.0,82.0,33.5,U,2.0,33965.1,1.0,4.0
700,133487,2,1,1,2,0,Control,27.0,328.0,64.0,M,2.0,107434.82,4.0,7.0
701,133522,4,3,1,1,1,Control,3.0,47.0,58.0,U,2.0,28513.9,2.0,5.0
702,133565,1,0,0,0,0,Control,6.0,78.0,30.0,U,2.0,144291.78999999998,0.0,3.0
703,133631,1,1,1,1,1,Control,14.0,172.0,27.5,F,2.0,72227.67,6.0,9.0
707,134207,1,1,1,1,1,Control,6.0,77.0,57.0,U,2.0,48640.71,2.0,5.0
709,134286,2,1,0,0,0,Control,9.0,114.0,69.0,M,2.0,95529.96,5.0,8.0
710,134582,3,1,1,1,1,Control,11.0,140.0,52.5,F,2.0,50558.26,0.0,3.0
711,134657,1,1,1,1,1,Control,8.0,107.0,50.5,F,2.0,63041.39,0.0,3.0
712,134829,1,1,1,1,1,Control,7.0,84.0,61.5,F,2.0,378090.54,1.0,4.0
713,135199,1,1,1,1,1,Control,4.0,59.0,32.0,U,2.0,45417.28,6.0,9.0
715,135842,1,1,1,0,0,Control,21.0,259.0,34.0,M,2.0,75627.66,4.0,7.0
718,136138,3,2,1,1,1,Control,4.0,59.0,25.5,M,3.0,69573.76,6.0,9.0
719,136237,1,1,1,2,1,Control,12.0,145.0,51.0,M,3.0,285189.97,2.0,5.0
722,136986,2,1,0,0,0,Control,12.0,148.0,38.0,F,3.0,85222.01,2.0,5.0
731,138093,2,1,1,1,0,Control,14.0,169.0,56.0,F,2.0,111851.95,5.0,8.0
732,138395,4,1,1,1,0,Control,15.0,181.0,70.0,F,2.0,436151.11,6.0,9.0
733,138686,2,4,5,0,0,Control,23.0,276.0,61.0,F,3.0,59272.64,6.0,9.0
736,139079,2,1,1,1,1,Control,9.0,111.0,59.5,M,3.0,258003.35,5.0,8.0
742,140116,1,1,1,1,1,Control,20.0,241.0,48.5,M,3.0,1041030.95,1.0,4.0
743,140488,3,3,2,1,1,Control,7.0,85.0,19.5,U,2.0,25485.74,2.0,5.0
744,140489,1,1,2,2,1,Control,5.0,70.0,21.5,U,2.0,36911.03,1.0,4.0
746,140690,1,1,1,0,0,Control,17.0,211.0,35.0,M,4.0,427585.75,2.0,5.0
748,141591,8,5,0,0,0,Control,11.0,143.0,74.0,M,2.0,154313.84999999998,6.0,9.0
749,141602,11,6,6,3,1,Control,4.0,59.0,25.0,U,3.0,65739.73,6.0,9.0
752,142579,5,2,1,1,1,Control,10.0,120.0,38.0,F,2.0,69790.25,6.0,9.0
753,142667,1,0,0,0,0,Control,16.0,194.0,69.0,M,2.0,534500.2000000001,6.0,9.0
755,142725,1,1,2,3,2,Control,7.0,96.0,67.0,U,3.0,145314.72999999998,2.0,5.0
756,143218,1,1,1,1,1,Control,8.0,106.0,30.5,M,2.0,44048.51,4.0,7.0
759,143610,2,1,1,1,1,Control,5.0,67.0,46.0,U,2.0,25304.8,0.0,3.0
760,143688,6,5,3,3,1,Control,7.0,85.0,46.5,U,2.0,85853.87,2.0,5.0
761,143691,3,1,1,1,0,Control,12.0,150.0,60.0,F,2.0,55401.83,6.0,9.0
762,144169,4,2,3,1,2,Control,9.0,110.0,29.0,M,4.0,58242.54,6.0,9.0
763,144244,1,1,2,1,1,Control,14.0,179.0,48.5,M,2.0,68273.31,1.0,5.0
764,144678,1,1,1,1,1,Control,5.0,60.0,46.5,U,2.0,51078.88,6.0,9.0
765,144773,1,1,1,1,1,Control,7.0,88.0,28.5,U,2.0,28423.86,6.0,9.0
769,146205,1,1,1,1,1,Control,29.0,349.0,32.5,M,3.0,105217.61,6.0,9.0
770,146317,1,1,1,1,1,Control,21.0,258.0,48.5,F,2.0,98473.48,0.0,3.0
773,146603,1,1,1,1,0,Control,6.0,76.0,31.0,U,3.0,30729.62,2.0,5.0
774,147033,1,1,1,1,1,Control,8.0,102.0,41.5,U,2.0,46541.46,0.0,3.0
775,147077,2,1,1,1,1,Control,15.0,182.0,79.5,M,2.0,106565.85,6.0,9.0
776,147316,1,2,1,1,1,Control,15.0,190.0,65.5,M,2.0,761213.7000000001,6.0,9.0
778,148037,1,1,1,1,1,Control,21.0,253.0,72.0,M,2.0,61995.51,5.0,8.0
779,148076,1,0,0,0,0,Control,15.0,188.0,65.0,M,2.0,617382.3400000001,4.0,7.0
780,148099,2,1,1,1,1,Control,5.0,67.0,29.5,U,2.0,70876.11,1.0,4.0
785,148445,5,3,6,6,2,Control,9.0,119.0,64.0,M,2.0,535230.62,6.0,9.0
788,148954,1,1,1,1,1,Control,13.0,163.0,59.5,F,2.0,89263.33,3.0,6.0
792,149593,2,3,2,0,0,Control,6.0,73.0,30.0,U,2.0,57234.46,1.0,4.0
794,149685,1,0,0,0,0,Control,6.0,83.0,45.0,U,2.0,59594.72,2.0,5.0
797,151444,1,1,2,2,0,Control,7.0,95.0,31.0,U,2.0,34814.84,5.0,8.0
799,152356,1,0,0,0,0,Control,4.0,58.0,44.0,U,4.0,56447.66,5.0,8.0
801,153841,1,1,1,1,1,Control,6.0,73.0,29.5,F,2.0,52767.4,0.0,3.0
804,154150,2,2,1,1,1,Control,19.0,230.0,40.0,F,3.0,76522.39,0.0,3.0
805,154458,3,1,2,2,0,Control,6.0,72.0,42.0,U,2.0,57851.96,6.0,9.0
806,154640,1,1,1,1,1,Control,15.0,187.0,38.5,F,2.0,148604.08000000002,0.0,3.0
807,154658,1,1,0,0,0,Control,11.0,132.0,48.0,U,2.0,66119.51999999999,0.0,3.0
810,155526,1,1,1,1,1,Control,21.0,259.0,66.5,M,2.0,31732.32,4.0,7.0
812,156894,2,2,0,0,0,Control,5.0,66.0,69.0,U,2.0,143468.91999999998,5.0,8.0
813,156945,1,0,0,0,0,Control,28.0,347.0,66.0,F,3.0,134829.61,1.0,4.0
816,157852,2,3,2,1,0,Control,23.0,280.0,59.0,F,2.0,26384.24,0.0,4.0
817,157871,4,2,0,0,0,Control,15.0,181.0,35.0,M,2.0,438104.27,1.0,4.0
821,159268,3,2,2,2,1,Control,22.0,275.0,61.5,M,3.0,212553.62,5.0,8.0
823,159617,1,1,3,3,1,Control,12.0,152.0,43.5,M,2.0,26257.65,2.0,5.0
826,159823,2,2,1,1,1,Control,5.0,69.0,65.5,M,2.0,738268.03,3.0,7.0
830,160085,1,1,1,0,0,Control,19.0,232.0,57.0,M,3.0,263987.48,0.0,3.0
832,160466,3,4,5,2,1,Control,20.0,250.0,54.5,M,3.0,847428.9400000001,1.0,7.0
833,160616,1,1,2,1,1,Control,9.0,112.0,49.5,M,2.0,94940.21,4.0,7.0
836,160938,1,1,0,0,0,Control,13.0,160.0,62.0,U,2.0,50854.72,1.0,4.0
837,161074,1,1,1,1,0,Control,4.0,59.0,23.0,F,2.0,23896.27,3.0,8.0
838,161108,1,1,1,0,0,Control,13.0,166.0,40.0,F,2.0,27123.36,0.0,3.0
839,161127,1,1,1,1,1,Control,14.0,173.0,48.5,F,2.0,242884.31,1.0,4.0
841,161491,2,1,1,1,1,Control,13.0,156.0,42.5,M,2.0,125664.23,1.0,4.0
843,161792,5,1,0,0,0,Control,7.0,89.0,64.0,F,2.0,29617.99,3.0,6.0
846,162575,2,1,1,1,1,Control,20.0,251.0,46.0,M,2.0,249834.71,6.0,9.0
851,165301,3,1,1,1,1,Control,6.0,82.0,67.5,U,2.0,41947.0,6.0,9.0
852,165428,1,1,1,1,1,Control,8.0,106.0,51.5,M,2.0,47008.52,0.0,3.0
854,165890,1,1,1,1,1,Control,5.0,61.0,49.5,U,2.0,48838.22,6.0,9.0
858,166289,1,2,1,1,1,Control,11.0,134.0,75.0,M,2.0,63796.59,3.0,6.0
860,166702,1,2,2,1,1,Control,21.0,257.0,30.0,F,3.0,289732.59,3.0,6.0
861,166715,1,1,1,1,0,Control,5.0,65.0,68.0,U,2.0,25045.32,0.0,3.0
862,167496,2,1,1,1,0,Control,7.0,92.0,59.0,F,2.0,60681.44,5.0,8.0
865,168727,1,1,1,1,1,Control,11.0,133.0,30.0,F,2.0,573736.92,3.0,6.0
866,168940,2,3,2,0,0,Control,8.0,100.0,31.0,U,2.0,68019.95999999999,6.0,9.0
874,170507,1,1,1,1,1,Control,24.0,292.0,67.5,M,4.0,1463656.48,5.0,8.0
875,170660,2,2,1,1,1,Control,4.0,57.0,22.5,U,3.0,89587.83,3.0,6.0
877,170865,1,1,1,1,1,Control,6.0,83.0,33.0,U,2.0,52452.02,3.0,6.0
878,170895,1,1,1,1,1,Control,4.0,57.0,49.5,M,3.0,51970.32,6.0,9.0
879,170896,1,1,2,2,1,Control,17.0,214.0,66.5,F,3.0,165791.77999999997,4.0,7.0
888,173084,7,4,1,0,0,Control,9.0,116.0,25.0,M,2.0,34266.399999999994,2.0,5.0
889,173122,2,2,1,1,1,Control,15.0,180.0,44.0,F,2.0,26526.77,4.0,7.0
890,173784,2,2,2,2,1,Control,5.0,67.0,38.0,U,2.0,37187.05,2.0,5.0
893,174360,2,0,0,0,0,Control,14.0,174.0,30.0,F,3.0,71603.95,2.0,5.0
894,174800,1,1,1,1,1,Control,12.0,154.0,51.5,F,3.0,243961.1,0.0,3.0
895,174806,1,1,2,1,1,Control,3.0,46.0,32.5,U,3.0,176557.14,6.0,9.0
896,175033,2,1,1,1,1,Control,5.0,70.0,41.5,U,2.0,46193.27,0.0,3.0
897,175128,2,1,1,0,0,Control,7.0,94.0,49.0,U,3.0,58011.63,2.0,5.0
898,175196,2,1,1,0,0,Control,5.0,67.0,19.0,U,2.0,35618.6,2.0,5.0
901,175784,1,1,1,1,1,Control,26.0,322.0,76.5,M,2.0,242223.95,3.0,6.0
904,176808,1,1,1,1,1,Control,5.0,61.0,49.5,F,2.0,307839.53,6.0,9.0
907,177581,1,1,1,1,1,Control,30.0,361.0,47.5,F,2.0,121748.5,2.0,5.0
909,177876,1,1,1,1,1,Control,6.0,73.0,19.5,U,2.0,37795.9,1.0,4.0
910,177990,1,3,3,2,1,Control,5.0,66.0,20.5,U,2.0,31800.91,6.0,9.0
913,178493,1,1,1,1,1,Control,16.0,193.0,62.5,F,2.0,53574.67999999999,6.0,9.0
914,178853,1,0,0,0,0,Control,5.0,63.0,52.0,F,2.0,65634.04999999999,1.0,4.0
915,179027,2,2,0,0,0,Control,7.0,94.0,35.0,U,3.0,158064.33000000002,2.0,5.0
916,179076,6,2,2,2,1,Control,15.0,180.0,39.5,F,2.0,45695.07,1.0,4.0
919,179489,1,1,1,1,1,Control,16.0,192.0,42.5,F,2.0,34903.24,4.0,7.0
921,180142,4,2,3,3,1,Control,4.0,56.0,53.5,U,2.0,56365.02,2.0,5.0
922,180381,1,1,1,1,1,Control,9.0,111.0,51.5,F,2.0,37935.97,2.0,5.0
923,180404,1,1,1,1,1,Control,11.0,137.0,26.5,M,3.0,139541.16,6.0,9.0
925,180953,5,2,1,1,4,Control,28.0,336.0,62.0,M,3.0,28371.95,1.0,4.0
929,182574,1,1,1,1,1,Control,6.0,78.0,43.5,U,2.0,29755.23,4.0,7.0
930,182575,1,1,1,2,0,Control,27.0,325.0,69.0,M,2.0,157295.7,6.0,9.0
931,182591,1,1,1,1,0,Control,19.0,239.0,73.0,F,2.0,254297.34000000003,6.0,9.0
934,183287,1,1,1,1,1,Control,4.0,59.0,25.5,U,4.0,68351.92,6.0,9.0
935,183399,1,1,1,1,1,Control,5.0,70.0,53.5,M,3.0,79553.0,5.0,8.0
936,183713,1,0,0,0,0,Control,24.0,292.0,51.0,M,4.0,398062.26,6.0,9.0
938,183855,1,1,1,1,1,Control,12.0,153.0,36.5,M,2.0,31237.25,5.0,8.0
940,184211,9,1,1,1,1,Control,5.0,70.0,25.0,U,2.0,45726.5,6.0,9.0
944,184963,1,1,1,1,1,Control,5.0,65.0,31.0,U,2.0,149931.61,1.0,4.0
946,185553,6,1,0,0,0,Control,5.0,65.0,67.0,U,2.0,134804.15,3.0,6.0
948,185881,1,1,1,1,1,Control,11.0,141.0,45.5,F,2.0,45902.85,2.0,5.0
950,186246,2,1,1,1,1,Control,12.0,150.0,55.5,F,2.0,29799.42,1.0,4.0
952,186612,1,1,1,1,1,Control,5.0,70.0,44.5,U,2.0,42190.07,1.0,4.0
958,187837,1,1,1,1,1,Control,13.0,166.0,38.5,F,2.0,114040.44,3.0,6.0
959,187901,2,1,1,1,1,Control,11.0,139.0,66.0,M,2.0,166577.95,3.0,6.0
961,188427,1,1,1,1,1,Control,8.0,98.0,54.5,U,2.0,121750.71,6.0,9.0
962,188807,2,1,1,1,0,Control,5.0,64.0,68.0,F,2.0,169774.43,2.0,5.0
963,189053,1,1,2,1,1,Control,8.0,106.0,67.5,M,2.0,33100.49,1.0,4.0
964,189267,1,1,1,1,1,Control,21.0,263.0,54.0,F,2.0,35335.47,1.0,4.0
965,189299,3,1,1,2,1,Control,27.0,329.0,60.5,F,2.0,77462.04000000001,3.0,6.0
966,189571,1,1,1,1,1,Control,15.0,189.0,36.5,F,2.0,274063.61,3.0,6.0
969,190197,1,1,1,1,1,Control,15.0,184.0,71.5,M,2.0,276065.69,6.0,9.0
974,191373,1,1,1,1,1,Control,13.0,159.0,65.5,F,2.0,82877.29999999999,6.0,9.0
976,191749,1,1,1,1,1,Control,20.0,250.0,52.5,F,4.0,104924.21,2.0,5.0
985,193054,0,1,1,1,1,Control,16.0,195.0,46.5,F,2.0,69209.43,0.0,3.0
990,193613,3,0,0,0,0,Control,17.0,215.0,40.0,F,3.0,702135.4700000001,6.0,9.0
991,193835,2,1,1,1,1,Control,27.0,331.0,84.5,F,2.0,54177.98,2.0,5.0
993,194329,1,1,1,1,1,Control,17.0,205.0,55.5,M,2.0,43246.92,4.0,7.0
995,194686,2,2,2,1,1,Control,9.0,113.0,68.5,M,2.0,41125.99,0.0,6.0
1000,195310,1,1,1,1,1,Control,10.0,123.0,49.5,F,2.0,212499.94,2.0,5.0
1001,195446,1,2,3,5,1,Control,8.0,98.0,26.5,U,2.0,43692.02,3.0,6.0
1004,195714,1,1,1,1,1,Control,22.0,267.0,59.5,F,2.0,44251.91,1.0,4.0
1005,196053,1,1,1,1,1,Control,13.0,165.0,32.5,U,2.0,54154.15,4.0,7.0
1006,196103,2,1,1,1,1,Control,6.0,78.0,30.5,U,2.0,42507.65,3.0,6.0
1007,196286,1,1,1,1,1,Control,16.0,195.0,65.0,M,2.0,35480.69,3.0,6.0
1010,196675,2,2,1,1,1,Control,6.0,72.0,63.5,M,2.0,317904.57,6.0,9.0
1011,196865,1,0,0,0,0,Control,12.0,152.0,46.0,U,2.0,39716.32,0.0,3.0
1013,197335,1,0,0,0,0,Control,11.0,141.0,52.0,F,2.0,87627.62,2.0,5.0
1015,197518,1,1,1,1,1,Control,8.0,98.0,53.0,F,2.0,27795.76,2.0,6.0
1018,197955,1,0,0,0,0,Control,17.0,205.0,67.0,M,2.0,42310.67999999999,6.0,9.0
1020,198773,2,1,0,0,0,Control,17.0,213.0,52.0,M,2.0,26732.55,6.0,9.0
1021,198857,1,1,1,1,1,Control,14.0,169.0,36.0,M,2.0,81154.4,2.0,5.0
1022,198932,2,2,2,2,1,Control,14.0,175.0,38.0,F,2.0,42597.87,0.0,3.0
1026,200352,1,1,1,1,1,Control,34.0,418.0,71.5,U,2.0,198643.7,6.0,9.0
1027,200372,2,2,1,1,1,Control,28.0,343.0,63.5,F,2.0,55306.66,2.0,5.0
1029,200604,2,1,1,1,1,Control,8.0,97.0,63.0,U,3.0,489812.64,5.0,8.0
1033,201225,1,1,1,0,0,Control,10.0,126.0,38.0,M,2.0,92898.44,3.0,6.0
1034,201392,5,4,2,2,1,Control,21.0,253.0,66.5,M,2.0,79109.51999999999,5.0,8.0
1041,202856,1,1,1,1,1,Control,23.0,279.0,49.5,U,2.0,152111.9,1.0,4.0
1042,202865,2,2,3,3,1,Control,21.0,256.0,20.5,M,3.0,59753.54,3.0,6.0
1043,202925,1,2,2,2,0,Control,4.0,58.0,66.0,U,2.0,123518.58,4.0,8.0
1047,203427,1,1,0,0,0,Control,19.0,231.0,85.0,M,2.0,96027.49,6.0,9.0
1049,203702,1,1,1,0,0,Control,13.0,167.0,39.0,F,2.0,42529.62,0.0,3.0
1051,204212,3,2,1,1,1,Control,13.0,158.0,39.0,F,3.0,114666.86,6.0,9.0
1052,204361,1,1,1,1,1,Control,11.0,142.0,33.5,M,3.0,66210.6,2.0,5.0
1054,204496,8,4,4,2,0,Control,19.0,236.0,23.0,M,2.0,32879.36,6.0,9.0
1061,206829,3,2,2,2,1,Control,5.0,60.0,58.5,U,2.0,62565.74,3.0,6.0
1065,207299,1,1,1,1,1,Control,25.0,300.0,47.5,F,4.0,360694.41,5.0,8.0
1067,207416,1,2,2,1,1,Control,4.0,58.0,37.5,M,2.0,113445.58,2.0,5.0
1069,207721,2,1,1,1,1,Control,25.0,311.0,27.0,M,2.0,97865.81,0.0,3.0
1071,208237,2,2,1,1,1,Control,7.0,90.0,34.0,U,2.0,43298.03999999999,0.0,3.0
1072,208307,1,1,1,1,0,Control,20.0,243.0,61.0,M,2.0,274692.62,2.0,5.0
1075,208722,1,1,1,0,0,Control,6.0,77.0,57.0,U,2.0,49300.06,0.0,3.0
1077,209090,2,2,2,0,0,Control,13.0,164.0,38.0,F,2.0,40524.23,5.0,8.0
1080,209511,2,1,1,1,1,Control,4.0,59.0,36.5,U,2.0,48219.92,6.0,9.0
1081,209532,1,0,0,0,0,Control,15.0,186.0,69.0,F,2.0,269493.08,1.0,4.0
1085,210347,1,1,1,1,1,Control,15.0,191.0,60.5,F,2.0,49930.9,6.0,9.0
1086,210473,2,2,2,2,1,Control,6.0,77.0,45.5,F,2.0,43865.35,6.0,9.0
1091,211709,1,3,1,1,1,Control,6.0,80.0,35.5,U,2.0,189060.35,1.0,4.0
1092,211786,1,1,0,0,0,Control,15.0,185.0,35.0,F,2.0,66957.92,0.0,3.0
1093,212071,5,3,3,2,1,Control,16.0,197.0,40.5,F,2.0,40767.98,6.0,9.0
1096,213870,2,0,0,0,0,Control,7.0,95.0,53.0,U,3.0,80485.6,6.0,9.0
1098,214594,1,1,1,1,1,Control,5.0,68.0,26.5,U,2.0,37282.85,6.0,9.0
1100,214786,2,1,1,0,0,Control,5.0,70.0,64.0,U,2.0,27593.28,0.0,3.0
1101,214944,1,0,0,0,0,Control,6.0,79.0,43.0,M,2.0,134471.86,0.0,3.0
1102,214998,2,1,4,3,1,Control,21.0,258.0,45.0,F,4.0,388162.01,1.0,4.0
1105,215880,3,1,1,0,0,Control,8.0,100.0,40.0,U,2.0,99079.06,6.0,9.0
1106,216445,3,1,1,1,1,Control,10.0,131.0,56.0,F,2.0,362458.68,6.0,9.0
1108,217500,1,1,1,1,1,Control,12.0,146.0,33.5,M,2.0,25681.34,0.0,3.0
1114,218903,1,0,0,0,0,Control,8.0,104.0,61.0,F,2.0,32363.57,3.0,6.0
1117,219230,3,2,0,0,0,Control,11.0,132.0,39.0,F,2.0,34151.78,0.0,3.0
1118,219306,1,1,1,1,1,Control,4.0,58.0,23.5,U,3.0,37774.1,1.0,4.0
1120,219851,1,1,1,1,1,Control,5.0,69.0,26.5,U,3.0,100031.88,6.0,9.0
1124,220394,1,1,2,2,1,Control,5.0,71.0,27.5,U,2.0,29026.3,1.0,4.0
1126,220644,1,1,2,1,1,Control,6.0,81.0,62.5,U,2.0,92210.15,3.0,6.0
1127,220901,5,3,1,1,1,Control,5.0,60.0,59.0,M,2.0,83930.84,3.0,6.0
1130,221354,1,1,1,1,1,Control,12.0,151.0,66.5,F,2.0,59874.96,6.0,9.0
1132,221558,1,1,1,1,3,Control,6.0,73.0,32.0,U,2.0,68835.51,5.0,8.0
1133,221734,1,1,1,1,1,Control,5.0,70.0,56.5,U,2.0,115451.25,5.0,8.0
1134,221775,2,0,0,0,0,Control,21.0,252.0,58.0,F,2.0,143870.15,6.0,9.0
1137,222315,3,3,2,1,0,Control,10.0,121.0,32.0,M,2.0,58714.91,4.0,7.0
1138,222726,1,1,1,1,1,Control,14.0,179.0,41.5,F,2.0,74681.85,0.0,3.0
1140,223224,1,1,2,1,1,Control,5.0,71.0,30.5,M,2.0,57244.91,2.0,5.0
1142,224102,2,1,1,1,1,Control,16.0,197.0,64.5,F,2.0,54582.41,0.0,3.0
1144,225062,1,1,0,0,0,Control,9.0,112.0,38.0,U,2.0,27002.25,4.0,7.0
1145,225103,1,1,1,1,1,Control,7.0,86.0,32.5,U,3.0,51819.34,2.0,5.0
1146,225368,1,1,1,0,0,Control,12.0,154.0,31.0,F,2.0,31240.02,0.0,3.0
1147,225675,3,1,1,0,0,Control,21.0,253.0,47.0,F,2.0,85633.38,4.0,7.0
1148,225928,1,1,1,1,1,Control,15.0,190.0,32.5,M,2.0,55670.78,2.0,5.0
1150,226234,5,2,2,2,1,Control,4.0,57.0,47.0,F,4.0,156547.3,6.0,9.0
1151,226403,3,2,2,0,0,Control,10.0,130.0,40.0,F,2.0,53756.85,2.0,5.0
1153,226840,2,0,0,0,0,Control,10.0,124.0,41.0,M,2.0,30815.68,5.0,8.0
1155,227083,1,1,1,1,0,Control,29.0,358.0,52.0,F,2.0,1662234.2999999998,0.0,4.0
1158,227629,3,2,2,2,2,Control,23.0,277.0,54.5,F,2.0,34627.74,2.0,5.0
1168,229242,1,1,1,1,1,Control,7.0,84.0,52.5,U,2.0,39406.25,0.0,3.0
1170,229500,2,2,1,1,1,Control,13.0,156.0,35.0,F,2.0,38431.84,0.0,3.0
1172,229701,1,1,1,1,1,Control,4.0,58.0,59.0,U,2.0,91654.77,2.0,5.0
1174,230117,1,1,1,0,0,Control,21.0,260.0,49.0,F,2.0,51005.14,4.0,7.0
1176,230492,1,1,2,1,1,Control,13.0,162.0,40.5,F,2.0,74448.53,6.0,9.0
1179,230560,1,1,1,1,1,Control,13.0,156.0,40.5,F,2.0,29438.38,1.0,4.0
1180,230950,1,1,1,1,1,Control,15.0,189.0,40.5,U,2.0,45997.8,1.0,4.0
1184,233249,1,1,1,1,1,Control,12.0,154.0,64.0,F,2.0,495675.08,4.0,7.0
1189,233601,1,1,1,1,1,Control,18.0,220.0,40.5,M,2.0,284331.74,3.0,6.0
1191,233799,1,1,1,1,1,Control,13.0,159.0,41.5,F,2.0,74928.69,0.0,3.0
1192,233965,1,1,1,1,1,Control,7.0,94.0,21.5,F,2.0,25034.4,1.0,4.0
1195,234491,2,1,1,1,0,Control,13.0,167.0,41.0,M,2.0,43518.4,0.0,3.0
1199,235331,1,1,3,3,1,Control,13.0,159.0,86.5,M,3.0,259638.89,6.0,9.0
1201,236486,1,1,1,1,1,Control,4.0,58.0,18.5,U,2.0,28235.78,0.0,4.0
1203,236546,1,1,1,1,1,Control,5.0,64.0,62.5,M,2.0,150099.26,5.0,8.0
1206,237182,9,1,1,1,0,Control,4.0,58.0,23.0,M,3.0,69298.4,5.0,8.0
1207,237500,3,0,0,0,0,Control,14.0,178.0,53.0,F,2.0,67777.29000000001,1.0,5.0
1209,237525,1,1,1,1,1,Control,12.0,151.0,34.5,F,2.0,87488.94,3.0,6.0
1212,237822,9,5,5,2,10,Control,7.0,95.0,55.0,M,2.0,172631.68,6.0,9.0
1213,237927,1,1,1,1,1,Control,16.0,192.0,83.5,F,2.0,58962.62,2.0,5.0
1215,238154,1,1,1,1,1,Control,14.0,177.0,52.5,M,2.0,23953.4,6.0,9.0
1216,238320,3,0,0,0,0,Control,15.0,189.0,43.0,M,2.0,161843.16999999998,6.0,9.0
1217,238490,3,1,1,1,1,Control,4.0,57.0,23.0,U,2.0,25038.51,2.0,5.0
1218,238672,4,0,0,0,0,Control,7.0,89.0,54.0,U,2.0,50964.02,4.0,7.0
1219,238874,1,1,1,1,0,Control,15.0,181.0,60.0,F,2.0,42848.31,4.0,7.0
